role,bonus,repid,roomid,target,content,trialnum,networkid,stimsetid,partnernum,participantid
speaker,0.54,0,3,tangram_H.png,nil down leg and hands are inside,3,4,2,1,13
speaker,0.51,1,3,tangram_K.png,begging,4,4,2,1,16
speaker,0.54,1,3,tangram_H.png,no hands outside,5,4,2,1,16
speaker,0.57,1,3,tangram_I.png,dancing,6,4,2,1,16
speaker,0.6,1,3,tangram_J.png,square one,7,4,2,1,16
speaker,0.69,2,3,tangram_H.png,nil down legs and hands are inside,8,4,2,1,13
speaker,0.72,2,3,tangram_I.png,dancing position,9,4,2,1,13
speaker,0.75,2,3,tangram_K.png,begging,10,4,2,1,13
speaker,0.78,2,3,tangram_J.png,standing position,11,4,2,1,13
speaker,0.75,3,3,tangram_K.png,begging,12,4,2,1,16
speaker,0.78,3,3,tangram_I.png,dancing,13,4,2,1,16
speaker,0.81,3,3,tangram_J.png,square,14,4,2,1,16
speaker,0.84,3,3,tangram_H.png,no hands out,15,4,2,1,16
speaker,0.9,0,4,tangram_K.png,praying,0,4,2,2,15
speaker,0.9,0,4,tangram_H.png,all balled up ,1,4,2,2,15
speaker,0.9,0,4,tangram_J.png,half square,2,4,2,2,15
speaker,0.93,0,4,tangram_I.png,dancing,3,4,2,2,15
speaker,0.93,1,4,tangram_K.png,praying,4,4,2,2,16
speaker,0.96,1,4,tangram_J.png,square one,5,4,2,2,16
speaker,0.99,1,4,tangram_I.png,dancing,6,4,2,2,16
speaker,1.02,1,4,tangram_H.png,no hands out,7,4,2,2,16
speaker,1.08,2,4,tangram_I.png,dancing,8,4,2,2,15
speaker,1.11,2,4,tangram_J.png,square,9,4,2,2,15
speaker,1.14,2,4,tangram_H.png,all balled up no hands or feet,10,4,2,2,15
speaker,1.17,2,4,tangram_K.png,praying,11,4,2,2,15
speaker,1.17,3,4,tangram_H.png,no hands,12,4,2,2,16
speaker,1.2,3,4,tangram_K.png,praying,13,4,2,2,16
speaker,1.23,3,4,tangram_I.png,dance,14,4,2,2,16
speaker,1.26,3,4,tangram_J.png,square one,15,4,2,2,16
speaker,0.93,0,5,tangram_J.png,standing position,0,4,2,2,13
speaker,0.93,0,5,tangram_H.png,nil down legs and hands are inside,1,4,2,2,13
speaker,0.96,0,5,tangram_K.png,begging ,2,4,2,2,13
speaker,0.99,0,5,tangram_I.png,dancing,3,4,2,2,13
speaker,0.93,1,5,tangram_H.png,balled up one,4,4,2,2,14
speaker,0.93,1,5,tangram_I.png,dancing one,5,4,2,2,14
speaker,0.96,1,5,tangram_K.png,begging one,6,4,2,2,14
speaker,0.99,1,5,tangram_J.png,half square one,7,4,2,2,14
speaker,1.11,2,5,tangram_K.png,begging,8,4,2,2,13
speaker,1.14,2,5,tangram_J.png,standing position,9,4,2,2,13
speaker,1.17,2,5,tangram_H.png,nil down legs and hands are inside,10,4,2,2,13
speaker,1.17,2,5,tangram_I.png,dancing ,11,4,2,2,13
speaker,1.11,3,5,tangram_H.png,sitting down balled up one,12,4,2,2,14
speaker,1.14,3,5,tangram_J.png,half square one,13,4,2,2,14
speaker,1.17,3,5,tangram_I.png,dancing one,14,4,2,2,14
speaker,1.2,3,5,tangram_K.png,praying one,15,4,2,2,14
speaker,0,0,0,tangram_K.png,Looks like a guy praying on his knees,0,5,2,0,20
speaker,0.03,0,0,tangram_I.png,Looks like a cheerleader stretching her leg,1,5,2,0,20
speaker,0.06,0,0,tangram_H.png,Looks like a buddist monk sitting,2,5,2,0,20
speaker,0.06,0,0,tangram_J.png,Very square?,3,5,2,0,20
speaker,0.09,1,0,tangram_H.png,Like Buddhist monk,4,5,2,0,18
speaker,0.12,1,0,tangram_K.png,Like praying,5,5,2,0,18
speaker,0.15,1,0,tangram_J.png,Left one,6,5,2,0,18
listener,0.15,1,0,tangram_J.png,?,6,5,2,0,20
listener,0.15,1,0,tangram_J.png,The pictures are shuffled,6,5,2,0,20
speaker,0.15,1,0,tangram_J.png,Square one,6,5,2,0,18
speaker,0.18,1,0,tangram_I.png,stretching leg,7,5,2,0,18
speaker,0.21,2,0,tangram_H.png,Meditating guy,8,5,2,0,20
speaker,0.21,2,0,tangram_I.png,Dancing girl,9,5,2,0,20
speaker,0.24,2,0,tangram_J.png,Minecraft man,10,5,2,0,20
speaker,0.27,2,0,tangram_K.png,Bowing,11,5,2,0,20
speaker,0.27,3,0,tangram_H.png,bowing,12,5,2,0,18
speaker,0.27,3,0,tangram_I.png,dancing,13,5,2,0,18
speaker,0.3,3,0,tangram_J.png,square one,14,5,2,0,18
speaker,0.33,3,0,tangram_K.png,sitting with spike in back,15,5,2,0,18
speaker,0,0,1,tangram_J.png,One with sit position,0,5,2,0,17
speaker,0,0,1,tangram_K.png,one with prayer position,1,5,2,0,17
speaker,0.03,0,1,tangram_I.png,one with kick position,2,5,2,0,17
speaker,0.06,0,1,tangram_H.png,one with sit position,3,5,2,0,17
listener,0.06,0,1,tangram_H.png,it looks like it is raising its arms?,3,5,2,0,19
speaker,0.06,1,1,tangram_K.png,praying position,4,5,2,0,19
speaker,0.09,1,1,tangram_J.png,arms raised,5,5,2,0,19
speaker,0.09,1,1,tangram_H.png,no arms,6,5,2,0,19
speaker,0.12,1,1,tangram_I.png,back kick,7,5,2,0,19
speaker,0.15,2,1,tangram_J.png,with arms raised,8,5,2,0,17
speaker,0.18,2,1,tangram_H.png,with sit position,9,5,2,0,17
speaker,0.21,2,1,tangram_I.png,kick position,10,5,2,0,17
speaker,0.24,2,1,tangram_K.png,prayer position,11,5,2,0,17
speaker,0.27,3,1,tangram_H.png,no arms,12,5,2,0,19
speaker,0.3,3,1,tangram_K.png,praying,13,5,2,0,19
speaker,0.33,3,1,tangram_J.png,arms up,14,5,2,0,19
speaker,0.33,3,1,tangram_I.png,back kick,15,5,2,0,19
speaker,0.36,0,2,tangram_K.png,prayer position,0,5,2,1,17
speaker,0.39,0,2,tangram_I.png,kick positon,1,5,2,1,17
speaker,0.42,0,2,tangram_J.png,arms raised,2,5,2,1,17
speaker,0.45,0,2,tangram_H.png,Sit,3,5,2,1,17
speaker,0.48,1,2,tangram_I.png,When your drunk buddy tries to jump off a roof with homemade wings.,4,5,2,1,20
speaker,0.51,1,2,tangram_J.png,This guy wants a hug.,5,5,2,1,20
speaker,0.54,1,2,tangram_K.png,Your wife after you buy her a diamond necklace.,6,5,2,1,20
speaker,0.54,1,2,tangram_H.png,Uh,7,5,2,1,20
speaker,0.54,2,2,tangram_J.png,arms raised,8,5,2,1,17
speaker,0.57,2,2,tangram_K.png,prayer,9,5,2,1,17
speaker,0.6,2,2,tangram_H.png,sit,10,5,2,1,17
speaker,0.63,2,2,tangram_I.png,kick,11,5,2,1,17
speaker,0.66,3,2,tangram_H.png,Picnic position.,12,5,2,1,20
speaker,0.66,3,2,tangram_J.png,Arms apart.,13,5,2,1,20
speaker,0.69,3,2,tangram_I.png,Leg stretching.,14,5,2,1,20
speaker,0.72,3,2,tangram_K.png,Holding a soup bowl.,15,5,2,1,20
speaker,0.36,0,3,tangram_H.png,no arms,0,5,2,1,19
speaker,0.39,0,3,tangram_I.png,back kick,1,5,2,1,19
speaker,0.42,0,3,tangram_K.png,praying,2,5,2,1,19
speaker,0.45,0,3,tangram_J.png,rejoicing,3,5,2,1,19
speaker,0.48,1,3,tangram_I.png,dancing,4,5,2,1,18
speaker,0.51,1,3,tangram_J.png,square one,5,5,2,1,18
speaker,0.54,1,3,tangram_K.png,begging,6,5,2,1,18
speaker,0.57,1,3,tangram_H.png,no hands outside,7,5,2,1,18
speaker,0.6,2,3,tangram_I.png,back kick,8,5,2,1,19
speaker,0.63,2,3,tangram_J.png,rejoicing,9,5,2,1,19
speaker,0.66,2,3,tangram_H.png,no arms,10,5,2,1,19
speaker,0.69,2,3,tangram_K.png,praying,11,5,2,1,19
speaker,0.72,3,3,tangram_J.png,square one,12,5,2,1,18
speaker,0.75,3,3,tangram_I.png,dancing,13,5,2,1,18
speaker,0.78,3,3,tangram_H.png,no hands out,14,5,2,1,18
speaker,0.81,3,3,tangram_K.png,begging,15,5,2,1,18
speaker,0.84,0,4,tangram_H.png,no arms,0,5,2,2,19
speaker,0.87,0,4,tangram_K.png,praying,1,5,2,2,19
speaker,0.9,0,4,tangram_I.png,back kick,2,5,2,2,19
speaker,0.93,0,4,tangram_J.png,rejoicing,3,5,2,2,19
speaker,0.87,1,4,tangram_I.png,Excercising leg.,4,5,2,2,20
speaker,0.9,1,4,tangram_K.png,Holding a soup bowl while sitting.,5,5,2,2,20
speaker,0.93,1,4,tangram_J.png,Arms apart wearing a cape.,6,5,2,2,20
speaker,0.96,1,4,tangram_H.png,Homeless guy.,7,5,2,2,20
speaker,1.08,2,4,tangram_I.png,back kick,8,5,2,2,19
speaker,1.11,2,4,tangram_H.png,no arms,9,5,2,2,19
speaker,1.14,2,4,tangram_K.png,praying,10,5,2,2,19
speaker,1.17,2,4,tangram_J.png,rejoicing,11,5,2,2,19
speaker,1.11,3,4,tangram_K.png,Prayer position.,12,5,2,2,20
speaker,1.14,3,4,tangram_I.png,"Dancing, kicking.",13,5,2,2,20
speaker,1.17,3,4,tangram_J.png,Arms wiiiiiide oppeeeen.,14,5,2,2,20
speaker,1.2,3,4,tangram_H.png,Chillin' dude.,15,5,2,2,20
speaker,0.84,0,5,tangram_I.png,dancing,0,5,2,2,18
speaker,0.84,0,5,tangram_J.png,square one,1,5,2,2,18
speaker,0.87,0,5,tangram_H.png,no hands out,2,5,2,2,18
speaker,0.9,0,5,tangram_K.png,praying,3,5,2,2,18
speaker,0.84,1,5,tangram_I.png,kick,4,5,2,2,17
speaker,0.87,1,5,tangram_H.png,sit,5,5,2,2,17
speaker,0.9,1,5,tangram_J.png,arms raised,6,5,2,2,17
speaker,0.93,1,5,tangram_K.png,pray,7,5,2,2,17
speaker,1.05,2,5,tangram_I.png,dance,8,5,2,2,18
speaker,1.05,2,5,tangram_H.png,no hands out,9,5,2,2,18
speaker,1.08,2,5,tangram_J.png,square one,10,5,2,2,18
speaker,1.11,2,5,tangram_K.png,praying,11,5,2,2,18
speaker,1.05,3,5,tangram_I.png,kick,12,5,2,2,17
speaker,1.08,3,5,tangram_K.png,pray,13,5,2,2,17
speaker,1.11,3,5,tangram_J.png,square,14,5,2,2,17
speaker,1.14,3,5,tangram_H.png,sit,15,5,2,2,17
listener,0,0,0,tangram_A.png,I'm ready!,0,6,0,0,23
speaker,0,0,0,tangram_A.png,The square is in the upper right,0,6,0,0,28
speaker,0.03,0,0,tangram_C.png,it kind of looks like a person holding his arms in the air with the square as the person's head,1,6,0,0,28
speaker,0.06,0,0,tangram_D.png,it looks like a person holding his hand while wearing a baggy sleeve,2,6,0,0,28
listener,0.06,0,0,tangram_D.png,the head is a diamond?,2,6,0,0,23
speaker,0.06,0,0,tangram_D.png,yes,2,6,0,0,28
speaker,0.09,0,0,tangram_B.png,the diamond is at the top and a triangle is on the lower right of the diamon,3,6,0,0,28
speaker,0.12,1,0,tangram_D.png,Diamond head human holds his hand out to the left while standing up straight in a choir robe.,4,6,0,0,23
speaker,0.15,1,0,tangram_A.png,it looks like a bird looking down and kicking leg forward with a square box on its back,5,6,0,0,23
speaker,0.18,1,0,tangram_C.png,"it looks like a person throwing hands up while slipping, shown to the waist only, no legs",6,6,0,0,23
speaker,0.21,1,0,tangram_B.png,It looks like a pointy nose mouse with one diamond and one triangular ear,7,6,0,0,23
speaker,0.24,2,0,tangram_D.png,The person holding hand out wearing a robe with diamond for his head,8,6,0,0,28
speaker,0.27,2,0,tangram_A.png,the bird looking down with the diamond on the back of his neck,9,6,0,0,28
speaker,0.3,2,0,tangram_C.png,the person with his hands in the air and diamond for a head,10,6,0,0,28
speaker,0.33,2,0,tangram_B.png,the mouse looking thing with a diamond ear and triangle ear,11,6,0,0,28
speaker,0.36,3,0,tangram_C.png,hands in air diamond head person,12,6,0,0,23
speaker,0.39,3,0,tangram_D.png,diamon head person in a robe holding out the hand,13,6,0,0,23
speaker,0.42,3,0,tangram_A.png,downward looking bird with a diamond on its back,14,6,0,0,23
speaker,0.45,3,0,tangram_B.png,triangle and diaond ear mouse,15,6,0,0,23
speaker,0,0,1,tangram_D.png,It's a human reading a book.,0,6,0,0,21
speaker,0.03,0,1,tangram_A.png,It's a person looking at their feet.,1,6,0,0,21
speaker,0.06,0,1,tangram_C.png,Wondering what happened.,2,6,0,0,21
listener,0.06,0,1,tangram_C.png,Are they like kneeling?,2,6,0,0,22
speaker,0.06,0,1,tangram_C.png,Arms open,2,6,0,0,21
speaker,0.06,0,1,tangram_C.png,Standing up.,2,6,0,0,21
speaker,0.09,0,1,tangram_B.png,Person kneeling.,3,6,0,0,21
speaker,0.12,1,1,tangram_D.png,Person reading a book,4,6,0,0,22
speaker,0.12,1,1,tangram_B.png,Person kneeling with their arms up,5,6,0,0,22
speaker,0.15,1,1,tangram_A.png,Person with a leg raised,6,6,0,0,22
speaker,0.18,1,1,tangram_C.png,Slanted person with arms up,7,6,0,0,22
speaker,0.21,2,1,tangram_D.png,"Person standing, looking at a book.",8,6,0,0,21
speaker,0.24,2,1,tangram_A.png,Person standing on one leg.,9,6,0,0,21
speaker,0.27,2,1,tangram_B.png,"Person kneeling, while looking at a book.",10,6,0,0,21
speaker,0.27,2,1,tangram_B.png,Legs bent,10,6,0,0,21
speaker,0.3,2,1,tangram_C.png,Person with arms out.,11,6,0,0,21
listener,0.3,2,1,tangram_C.png,The slanty one?,11,6,0,0,22
speaker,0.3,2,1,tangram_C.png,Slanted,11,6,0,0,21
speaker,0.33,3,1,tangram_B.png,person kneeling with arms out,12,6,0,0,22
speaker,0.36,3,1,tangram_C.png,Slanted person with arms out,13,6,0,0,22
speaker,0.39,3,1,tangram_A.png,Person with one leg raised,14,6,0,0,22
speaker,0.42,3,1,tangram_D.png,"Person with one arm lifted, looks like they're facing the side reading a book",15,6,0,0,22
listener,0.42,0,2,tangram_A.png,Hi :),0,6,0,1,22
speaker,0.48,0,2,tangram_A.png,downward looking bird,0,6,0,1,23
speaker,0.51,0,2,tangram_D.png,choir robe extended hand diamond head person,1,6,0,1,23
speaker,0.54,0,2,tangram_C.png,diamond head prson with hands in the air,2,6,0,1,23
speaker,0.57,0,2,tangram_B.png,mouse with a diamond ear and a triangle on,3,6,0,1,23
speaker,0.57,0,2,tangram_B.png,*one,3,6,0,1,23
speaker,0.54,1,2,tangram_D.png,Person facing the side with arm halfway raised like reading a book,4,6,0,1,22
speaker,0.54,1,2,tangram_D.png,Arm is level,4,6,0,1,22
listener,0.6,1,2,tangram_D.png,standing up straight?,4,6,0,1,23
speaker,0.54,1,2,tangram_D.png,Yes,4,6,0,1,22
speaker,0.57,1,2,tangram_B.png,Person kneeling with arms raised,5,6,0,1,22
listener,0.63,1,2,tangram_B.png,"there's a diamond on top, and a triangle to the left and slightly lower?",5,6,0,1,23
speaker,0.57,1,2,tangram_B.png,No,5,6,0,1,22
speaker,0.57,1,2,tangram_B.png,That isn't leaning,5,6,0,1,22
listener,0.63,1,2,tangram_B.png,leaning to the left?,5,6,0,1,23
speaker,0.57,1,2,tangram_B.png,The one with short arms,5,6,0,1,22
speaker,0.57,1,2,tangram_B.png,Yes,5,6,0,1,22
speaker,0.63,1,2,tangram_A.png,Person with a leg raised,7,6,0,1,22
speaker,0.6,1,2,tangram_C.png,Slanted person with arms raised,6,6,0,1,22
speaker,0.72,2,2,tangram_B.png,kneeling person with short arms (looks like a pointy nose mouse to me),8,6,0,1,23
speaker,0.78,2,2,tangram_A.png,kicking forward standing person,10,6,0,1,23
speaker,0.81,2,2,tangram_C.png,diamond head person with arms up,11,6,0,1,23
speaker,0.75,2,2,tangram_D.png,Standing person with hand going to the left,9,6,0,1,23
speaker,0.78,3,2,tangram_B.png,Person kneeling with arms up,12,6,0,1,22
speaker,0.81,3,2,tangram_D.png,Person with an arm raised to the side,13,6,0,1,22
speaker,0.84,3,2,tangram_A.png,Person with a raised leg,14,6,0,1,22
speaker,0.87,3,2,tangram_C.png,Slanted person,15,6,0,1,22
speaker,0.42,0,3,tangram_B.png,"Person kneeling, reading a book.",0,6,0,1,21
speaker,0.45,0,3,tangram_C.png,Person slanted with arms open.,2,6,0,1,21
speaker,0.42,0,3,tangram_A.png,Person carrying a flag,1,6,0,1,21
speaker,0.6,1,3,tangram_D.png,person standing with arms out in front,5,6,0,1,28
speaker,0.48,0,3,tangram_D.png,"Person standing, with arms in front.",3,6,0,1,21
speaker,0.57,1,3,tangram_B.png,kneeling reading a book,4,6,0,1,28
speaker,0.63,1,3,tangram_C.png,person with arms in the air,6,6,0,1,28
speaker,0.66,1,3,tangram_A.png,looks like a person kicking with a diamond shape on their back,7,6,0,1,28
speaker,0.63,2,3,tangram_B.png,"Person kneeling, with legs underneath them.  Looking at something.",8,6,0,1,21
speaker,0.66,2,3,tangram_D.png,"Arms forward, standing up",9,6,0,1,21
speaker,0.69,2,3,tangram_A.png,Person walking while carrying something.,10,6,0,1,21
speaker,0.72,2,3,tangram_C.png,Arms open,11,6,0,1,21
speaker,0.81,3,3,tangram_A.png,person kicking leg out with diamond shape on their back,12,6,0,1,28
speaker,0.84,3,3,tangram_D.png,person holding hands out,13,6,0,1,28
speaker,0.87,3,3,tangram_B.png,person kneeling,14,6,0,1,28
speaker,0.9,3,3,tangram_C.png,open arms,15,6,0,1,28
speaker,0.9,0,4,tangram_C.png,Person slanted with arms open.,1,6,0,2,21
speaker,0.96,0,4,tangram_B.png,"Person kneeling, looking at a book.",3,6,0,2,21
speaker,0.87,0,4,tangram_A.png,"Person with leg in front, carrying something.",0,6,0,2,21
speaker,0.93,0,4,tangram_D.png,"Person standing, arms in front.",2,6,0,2,21
speaker,1.11,1,4,tangram_A.png,forward kicking with a diamond on their back,5,6,0,2,23
speaker,1.08,1,4,tangram_D.png,"Person standing extending arm to the left, wearing a wide sleeved robe",4,6,0,2,23
speaker,1.17,1,4,tangram_C.png,person slips and throws hands in the air--legs don't show,7,6,0,2,23
speaker,1.14,1,4,tangram_B.png,person kneels facing right and reads,6,6,0,2,23
speaker,1.14,2,4,tangram_D.png,Person standing with arms to the left.,9,6,0,2,21
speaker,1.17,2,4,tangram_B.png,"Person kneeling, while reading a book.  Facing right.",10,6,0,2,21
speaker,1.11,2,4,tangram_A.png,Person walking with diamond on their back.,8,6,0,2,21
speaker,1.2,2,4,tangram_C.png,Person slanted with arms wide open.,11,6,0,2,21
speaker,1.35,3,4,tangram_C.png,"leaning to left, arms in the air",13,6,0,2,23
speaker,1.32,3,4,tangram_D.png,"standing, hand out to the left",12,6,0,2,23
speaker,1.38,3,4,tangram_B.png,kneeling facing right and reading,14,6,0,2,23
speaker,1.41,3,4,tangram_A.png,kicking leg forward with diamond on back,15,6,0,2,23
speaker,0.99,0,5,tangram_C.png,person with arms up in the air like they just don't care,2,6,0,2,28
speaker,0.93,0,5,tangram_B.png,a diamond at the top and a triangle attached to the lower right part of the diamond,0,6,0,2,28
speaker,0.96,0,5,tangram_A.png,person kicking leg out to the left with a diamond on their back,1,6,0,2,28
speaker,1.02,0,5,tangram_D.png,person holding hand out to the left,3,6,0,2,28
speaker,1.02,1,5,tangram_A.png,Person with a raised leg,4,6,0,2,22
speaker,1.23,2,5,tangram_C.png,hands in the air,10,6,0,2,28
speaker,1.17,2,5,tangram_D.png,person with hand out to the left,8,6,0,2,28
speaker,1.05,1,5,tangram_C.png,Slanted person with arms raised,5,6,0,2,22
speaker,1.08,1,5,tangram_D.png,Person with an arm raised to the side,6,6,0,2,22
speaker,1.11,1,5,tangram_B.png,Kneeling person,7,6,0,2,22
speaker,1.2,2,5,tangram_A.png,person kicking,9,6,0,2,28
speaker,1.26,2,5,tangram_B.png,kneeling person,11,6,0,2,28
speaker,1.26,3,5,tangram_C.png,Arms raised,12,6,0,2,22
speaker,1.26,3,5,tangram_C.png,Slanted person,12,6,0,2,22
speaker,1.29,3,5,tangram_D.png,One arm raised,13,6,0,2,22
speaker,1.32,3,5,tangram_B.png,kneeling,14,6,0,2,22
speaker,1.35,3,5,tangram_A.png,Leg raised,15,6,0,2,22
listener,0,0,0,tangram_C.png,hi good luck,0,7,0,0,27
speaker,0,0,0,tangram_C.png,looks like person raising their arms,0,7,0,0,32
listener,0.03,0,0,tangram_B.png,good luck,1,7,0,0,27
speaker,0.03,0,0,tangram_B.png,"looks like triangle falling off cliff, followed by square.",1,7,0,0,32
speaker,0.06,0,0,tangram_A.png,square sliding off a person's back,2,7,0,0,32
speaker,0.09,0,0,tangram_D.png,person in a robe with arms straight out,3,7,0,0,32
speaker,0.09,1,0,tangram_A.png,Man with square on back,4,7,0,0,27
speaker,0.12,1,0,tangram_B.png,Square pushing triangle off a ledge,5,7,0,0,27
speaker,0.15,1,0,tangram_C.png,square headed angel flying,6,7,0,0,27
speaker,0.18,1,0,tangram_D.png,square headed choir boy singing from hymn book,7,7,0,0,27
speaker,0.21,2,0,tangram_B.png,square pushing triangle off cliff,8,7,0,0,32
speaker,0.24,2,0,tangram_A.png,square on man's back,9,7,0,0,32
speaker,0.27,2,0,tangram_D.png,square head choir boy,10,7,0,0,32
speaker,0.3,2,0,tangram_C.png,square head angel,11,7,0,0,32
speaker,0.33,3,0,tangram_B.png,square chasing triangle off cliff,12,7,0,0,27
speaker,0.36,3,0,tangram_A.png,square on man's back,13,7,0,0,27
speaker,0.39,3,0,tangram_C.png,angel flying,14,7,0,0,27
speaker,0.42,3,0,tangram_D.png,Square headed choir boy,15,7,0,0,27
speaker,0,0,1,tangram_D.png,looks like a waiter serving a plate,0,7,0,0,25
speaker,0.03,0,1,tangram_B.png,the one that's kneeling,1,7,0,0,25
speaker,0.06,0,1,tangram_A.png,looks like one leg is in the air,2,7,0,0,25
speaker,0.09,0,1,tangram_C.png,arms spread wide,3,7,0,0,25
speaker,0.12,1,1,tangram_A.png,Leg in the air,4,7,0,0,26
speaker,0.15,1,1,tangram_C.png,Arms spread wide,5,7,0,0,26
speaker,0.18,1,1,tangram_D.png,Waiter holding a tray,6,7,0,0,26
speaker,0.21,1,1,tangram_B.png,Kneeling in prayer,7,7,0,0,26
speaker,0.24,2,1,tangram_A.png,leg in the air,8,7,0,0,25
speaker,0.27,2,1,tangram_B.png,kneeling in prayer,9,7,0,0,25
speaker,0.3,2,1,tangram_D.png,waiter serving a tray,10,7,0,0,25
speaker,0.33,2,1,tangram_C.png,arms spread wide,11,7,0,0,25
speaker,0.36,3,1,tangram_B.png,kneeling in prayer,12,7,0,0,26
speaker,0.39,3,1,tangram_D.png,waiter serving a tray,13,7,0,0,26
speaker,0.42,3,1,tangram_C.png,arms spread wide,14,7,0,0,26
speaker,0.45,3,1,tangram_A.png,one leg in the air,15,7,0,0,26
speaker,0.45,0,2,tangram_A.png,A square on a man's back with one foot in the air,0,7,0,1,27
speaker,0.51,0,2,tangram_C.png,a square headed angle flying diagonally,2,7,0,1,27
speaker,0.54,0,2,tangram_B.png,a square pushing a triangle off a mountain,3,7,0,1,27
speaker,0.48,0,2,tangram_D.png,A square headed choir boy singing from a hymn book wearing a robe,1,7,0,1,27
speaker,0.6,1,2,tangram_C.png,angel flying diagonally,4,7,0,1,26
speaker,0.66,1,2,tangram_D.png,choir boy singing from book,6,7,0,1,26
speaker,0.69,1,2,tangram_A.png,One foot in air,7,7,0,1,26
speaker,0.63,1,2,tangram_B.png,square pushing triangle off cliff,5,7,0,1,26
speaker,0.69,2,2,tangram_B.png,square pushing triangle,8,7,0,1,27
speaker,0.75,2,2,tangram_A.png,square on man's back,10,7,0,1,27
speaker,0.72,2,2,tangram_C.png,angel flying,9,7,0,1,27
speaker,0.78,2,2,tangram_D.png,choir boy singing,11,7,0,1,27
speaker,0.84,3,2,tangram_B.png,square pushing triangle,12,7,0,1,26
speaker,0.87,3,2,tangram_A.png,one leg in air,13,7,0,1,26
speaker,0.9,3,2,tangram_D.png,choir boy,14,7,0,1,26
speaker,0.93,3,2,tangram_C.png,angel flying,15,7,0,1,26
speaker,0.45,0,3,tangram_C.png,square head angel flying,0,7,0,1,32
speaker,0.48,0,3,tangram_B.png,square pushing triangle off a cliff,1,7,0,1,32
speaker,0.51,0,3,tangram_A.png,square on man's back,2,7,0,1,32
speaker,0.54,0,3,tangram_D.png,square head choir boy singing,3,7,0,1,32
speaker,0.6,1,3,tangram_B.png,pushing triangle off cliff,4,7,0,1,25
speaker,0.63,1,3,tangram_C.png,square head angel flying,5,7,0,1,25
speaker,0.66,1,3,tangram_D.png,choir boy,6,7,0,1,25
speaker,0.69,1,3,tangram_A.png,square on man's back,7,7,0,1,25
speaker,0.69,2,3,tangram_B.png,triangle falling off cliff,8,7,0,1,32
speaker,0.72,2,3,tangram_D.png,choir boy,9,7,0,1,32
speaker,0.78,2,3,tangram_C.png,angel flying,11,7,0,1,32
speaker,0.84,3,3,tangram_D.png,choir boy,12,7,0,1,25
speaker,0.87,3,3,tangram_C.png,angel flying,13,7,0,1,25
speaker,0.75,2,3,tangram_A.png,square on back,10,7,0,1,32
speaker,0.9,3,3,tangram_A.png,square on back,14,7,0,1,25
speaker,0.93,3,3,tangram_B.png,triangle falling off cliff,15,7,0,1,25
speaker,0.96,0,4,tangram_A.png,one leg lifted in the air,0,7,0,2,25
speaker,0.99,0,4,tangram_D.png,waiter serving a tray,1,7,0,2,25
speaker,1.02,0,4,tangram_C.png,leaning to the left with arms raised wide,2,7,0,2,25
speaker,1.05,0,4,tangram_B.png,person kneeling,3,7,0,2,25
speaker,1.05,1,4,tangram_D.png,waiter with tray,4,7,0,2,27
speaker,1.08,1,4,tangram_A.png,man with square on his back,5,7,0,2,27
speaker,1.11,1,4,tangram_C.png,angel flying with arms out,6,7,0,2,27
speaker,1.2,2,4,tangram_C.png,angel with arms out,8,7,0,2,25
speaker,1.14,1,4,tangram_B.png,square chasing triangle off mountain,7,7,0,2,27
speaker,1.23,2,4,tangram_D.png,waiter with tray,9,7,0,2,25
speaker,1.26,2,4,tangram_A.png,square on back,10,7,0,2,25
speaker,1.29,2,4,tangram_B.png,triangle falling off cliff,11,7,0,2,25
speaker,1.29,3,4,tangram_D.png,server with tray,12,7,0,2,27
speaker,1.32,3,4,tangram_C.png,angel flying,13,7,0,2,27
speaker,1.35,3,4,tangram_B.png,square chasing triangle off cliff,14,7,0,2,27
speaker,1.38,3,4,tangram_A.png,square on back,15,7,0,2,27
speaker,0.96,0,5,tangram_C.png,person with arms in the air,0,7,0,2,26
speaker,0.99,0,5,tangram_B.png,somebody kneeling in prayer,1,7,0,2,26
speaker,1.02,0,5,tangram_A.png,standing on one leg with the other in the air,2,7,0,2,26
speaker,1.05,0,5,tangram_D.png,choir boy singing from a hymn book,3,7,0,2,26
speaker,1.05,1,5,tangram_A.png,square falling off man's back,4,7,0,2,32
speaker,1.08,1,5,tangram_B.png,someone kneeling and praying,5,7,0,2,32
speaker,1.11,1,5,tangram_D.png,choir boy singing,6,7,0,2,32
speaker,1.23,2,5,tangram_B.png,kneeling in prayer,9,7,0,2,26
speaker,1.2,2,5,tangram_D.png,choir boy singing from book,8,7,0,2,26
speaker,1.14,1,5,tangram_C.png,arms raised in air,7,7,0,2,32
speaker,1.26,2,5,tangram_A.png,foot in the air,10,7,0,2,26
speaker,1.29,3,5,tangram_B.png,kneeling in prayer,12,7,0,2,32
speaker,1.29,2,5,tangram_C.png,arms in the air,11,7,0,2,26
speaker,1.35,3,5,tangram_D.png,choir boy,14,7,0,2,32
speaker,1.32,3,5,tangram_C.png,arms in air,13,7,0,2,32
speaker,1.38,3,5,tangram_A.png,foot in air,15,7,0,2,32
listener,0,0,0,tangram_C.png,hello,0,8,0,0,36
speaker,0,0,0,tangram_C.png,The correct choice is the one that looks like a person with their hands raised in the air.,0,8,0,0,31
listener,0.03,0,0,tangram_D.png,hello,1,8,0,0,36
